iter,est
143,0.01197301170336051
144,0.015516630055559312
145,0.020403086408040436
146,0.009424310510818015
147,0.017468143785831163
148,0.012544768855008203
149,0.01748886497439877
150,0.017813036931154134
151,0.016160546785515286
152,0.01591894632704324
153,0.018390518075508643
154,0.01223692673400628
155,0.017610440277593127
156,0.015192514691806665
157,0.010391339608417127
158,0.020371901510096692
159,0.018760519457965853
160,0.014231055163722082
161,0.011874732806707826
162,0.012270629951530658
163,0.014019314592572768
164,0.015951094828578736
165,0.014145318740356112
166,0.014112845634003833
167,0.012029177606755707
168,0.009923691700181746
169,0.01939097279069068
170,0.014136129001719422
171,0.017532345693734738
172,0.01591427191435883
173,0.01415667374681404
174,0.01785961752728179
175,0.017910957015066217
176,0.013283860748451125
177,0.014511877711704804
178,0.013478640087909197
179,0.018062225615220855
180,0.01146892909359038
181,0.018628090510601162
182,0.017175059751131403
183,0.012526558054793689
184,0.013512839483159808
185,0.010488617801200572
186,0.013881825214461631
187,0.008571931160391918
188,0.013012136994508166
189,0.015348839018559417
190,0.018448382789455986
191,0.014187544498109668
192,0.014777658600173658
193,0.01462015216678413
194,0.010947440600920273
195,0.01732180055126298
196,0.012423830963099118
197,0.010823234981454155
198,0.014301085825194997
199,0.014829327744961693
200,0.014098677615211911
201,0.017262062165195633
202,0.014655141340965945
203,0.010279810023219762
204,0.014918279567686963
205,0.012655140103420854
206,0.01639655965538843
207,0.014000934146669404
208,0.019177867453645404
209,0.015325548692049551
210,0.016403134651157582
211,0.014110849980978248
212,0.012259993608587474
213,0.017370689086388023
214,0.012937553030413534
215,0.012298335797861742
216,0.009796558342681581
217,0.01843421506109467
218,0.01513097498532711
219,0.012432314668565708
220,0.016231899689499906
221,0.013041590451096801
222,0.01646489984433924
223,0.014628951519435234
224,0.010148841755915291
225,0.01867370965735632
226,0.012956645641707069
227,0.018151340416117677
228,0.01399042526514317
229,0.017016157575206806
230,0.011934400449614503
231,0.010790452285988702
232,0.015333925539651683
233,0.016064735312993562
234,0.016274579414997402
235,0.016191580560866538
236,0.01877662183973882
237,0.014324347804048123
238,0.01687436358324794
239,0.015673525392298663
240,0.009445722974756827
241,0.01120446384560923
242,0.013595223857653693
243,0.015226077864134355
244,0.01790069000363903
245,0.015305027424171901
246,0.017520877336164996
247,0.008659872000271787
248,0.013830353409004926
249,0.01441533344736048
250,0.01082760130975414
251,0.019245179204075955
252,0.007273336133013729
253,0.021563506763201158
254,0.018304124323064077
255,0.016500969237885
256,0.016003991237462052
257,0.010639382380685973
258,0.013287652439405457
259,0.01361982989567229
260,0.012839305886537674
261,0.015489583736915799
262,0.01646501808835582
263,0.01664034119705484
264,0.013768690170099513
265,0.016598842875872245
266,0.01735391842226395
267,0.015804801069699975
268,0.015436479211145623
269,0.01621267858339669
270,0.013100724613195117
271,0.009845750477821652
272,0.016174117244290062
273,0.014871645857668262
274,0.020069555313819834
275,0.013605599776748377
276,0.015346626810015975
277,0.01588017077539362
278,0.014480265866142285
279,0.015707334525960157
280,0.01919993473457334
281,0.018673961924347032
282,0.01921603777479728
283,0.019385840637644695
284,0.014203153835269995
285,0.014807981982850093
286,0.017960601502201568
287,0.013100872316800417
288,0.01087585876558591
289,0.013709055773862631
290,0.013929633867178279
291,0.018792493974529756
292,0.012638670483860068
293,0.0159701842968442
294,0.012323184329882397
295,0.008543807639697504
296,0.011682289953064084
297,0.013649680027564039
298,0.017626501117575702
299,0.01496798911170476
300,0.015154869671682367
301,0.010757345627245682
302,0.010493300745473723
303,0.014695201382487049
304,0.011348141563987245
305,0.012090324495041388
306,0.01608554476190449
307,0.015490562453063824
308,0.02074252224335419
309,0.017395556115048713
310,0.017758422270618274
311,0.01325653520794253
312,0.01272774821522721
313,0.01044748043222528
314,0.0126533981103232
315,0.013804913008158382
316,0.012334649937314443
317,0.013309538965432337
318,0.012203488711037092
319,0.013120250951003923
320,0.015973652362252587
321,0.016573629799193655
322,0.017424523738396012
323,0.016112058546264536
324,0.013910518239255577
325,0.017476401734784534
326,0.013919202266160289
327,0.01398297314205066
328,0.009986383876950132
329,0.01924670214978354
330,0.018267939860857334
331,0.016458199468890437
332,0.00981073184069651
333,0.016094117372474435
334,0.017156177909436944
335,0.01249688033873886
336,0.01576371744028066
337,0.016262629695226984
338,0.014231508739799602
339,0.011748946857762382
340,0.017603757164868426
341,0.0144424223595324
342,0.016684311999176197
343,0.017889763123058733
344,0.013532999470174806
345,0.014273841928505268
346,0.013042442358165705
347,0.013808631846387271
348,0.013468910283345018
349,0.01609015865428826
350,0.012940093943292659
351,0.013463786937489777
352,0.017666492620131324
353,0.01616788426501984
354,0.019535323299705386
355,0.015077473965367485
356,0.01656076919309921
357,0.01279213716932693
358,0.01473653561998998
359,0.015267052913740942
360,0.01315586249594952
361,0.016021154717896554
362,0.015177010019898993
363,0.009787941441098312
364,0.014851710672991672
365,0.01900023942338078
366,0.011051253115370953
367,0.01396831919060589
368,0.015261676956890773
369,0.010654270167437795
370,0.019081337810756476
371,0.015705212073761948
372,0.014635622227483283
373,0.012087558010344604
374,0.015455657097142937
375,0.015002787231946726
376,0.01672204275599787
377,0.011508981813253024
378,0.014317600167133163
379,0.016689660146902287
380,0.013919429114440973
381,0.01621025162782115
382,0.016491874170285473
383,0.012963321159735816
384,0.014628925582499116
385,0.013776311010847368
386,0.011603016846470348
387,0.014402308017155939
388,0.013992259211833528
389,0.01657224144506914
390,0.012265553937828612
391,0.014824464360399173
392,0.014114185985303482
393,0.01608537680342861
394,0.014009462422031917
395,0.016680058451103246
396,0.017444903576669068
397,0.019972156080401628
398,0.013321760054781131
399,0.01391158153036002
400,0.01759582908822772
401,0.016705852128685746
402,0.017035806288412135
403,0.017670164041053423
404,0.015396002946438532
405,0.00937320843099853
406,0.021342418736732767
407,0.014943421085926648
408,0.007550512986146382
409,0.012355856246221705
410,0.016036006508966527
411,0.014836956821654632
412,0.01447948304814367
413,0.012350947353478565
414,0.01756063485491262
415,0.014868083947122655
416,0.011714731846659353
417,0.011747320416389767
418,0.017438591877321222
419,0.013962419185546223
420,0.014988435123287135
421,0.012529440833933956
422,0.014335928364542476
423,0.014601531971197325
424,0.015831176340111285
425,0.01760092081698706
426,0.014061843409135192
427,0.012649476728108495
428,0.012218768921509271
429,0.018060635629493463
430,0.015430567187331505
431,0.00871389233392003
432,0.02087982418946496
433,0.014207673494348922
434,0.011484255465131031
435,0.010151142668186185
436,0.014383393131989851
437,0.01779901317997951
438,0.014391529279167738
439,0.009739419329472391
440,0.012995408655651328
441,0.013492398082618592
442,0.014242546992957128
443,0.015527446744167905
444,0.01181766350169429
445,0.01499611210223158
446,0.01317064914977431
447,0.014664872502528943
448,0.009225697917002545
449,0.010548172978498142
450,0.014068159743739131
451,0.01122181151186908
452,0.019600835237759965
453,0.017131029334234354
454,0.014702161624136602
455,0.013123793458723595
456,0.01636484825089728
457,0.014573227864997497
458,0.012700096280521466
459,0.012589156575127757
460,0.01338783924286127
461,0.015211461142148818
462,0.01357961186060924
463,0.012662578264333355
464,0.01440861879786325
465,0.0127626728762835
466,0.012218536047024798
467,0.016441102645418305
468,0.017137329997291357
469,0.014210975612876637
470,0.01646682238666337
471,0.012908605956356255
472,0.013207394582715078
473,0.014110172650084416
474,0.01511688638770733
475,0.019611728984663252
476,0.010665065950257246
477,0.01938312983330687
478,0.01224289613263403
479,0.013282153706965474
480,0.018692271191369694
481,0.013418254776798347
482,0.014757942473348882
483,0.013989018163845438
484,0.010938615823452208
485,0.02075417252650066
486,0.01539612849719365
487,0.01508714720223181
488,0.014859886091916717
489,0.016527973170079955
490,0.01826540971305133
491,0.013038669888021465
492,0.012110036850760196
493,0.017633601181511478
494,0.016834389000255863
495,0.010890285026895142
496,0.015583171018109312
497,0.013998666891699003
498,0.014971146721818943
499,0.011589648794601209
500,0.016426238275220863
501,0.016406357558484908
502,0.011441661995412453
503,0.018953092114233655
504,0.014534975013613288
505,0.01273836163112681
506,0.01635097603445901
507,0.013539854358905243
508,0.023121513619545953
509,0.014324408558664672
510,0.01725533785878136
511,0.014732520256080083
512,0.016628817426839762
513,0.014738019854099216
514,0.01628509277540815
515,0.011157786950084153
516,0.010918169013445516
517,0.011268534964960152
518,0.009781309251832172
519,0.01030420285162515
520,0.018611139685915077
521,0.01671330043905402
522,0.010189307068840428
523,0.010848059209082396
524,0.013790149634197208
525,0.01320100692114763
526,0.01605565202703754
527,0.015408835911774207
528,0.010806958486230965
529,0.01633613539831453
530,0.01620007853158783
531,0.014435129099640875
532,0.014995643115183992
533,0.011226929437911913
534,0.012429181892932914
535,0.016067199390901392
536,0.013565945313895947
537,0.019561531859661325
538,0.010011027582160645
539,0.012499783543894456
540,0.01488355992104571
541,0.009938227959932084
542,0.013752021167738663
543,0.014886847210765448
544,0.012820931626027474
545,0.02156552811598997
546,0.017401383940803337
547,0.013698465727144497
548,0.012830523565455878
549,0.01492079361906995
550,0.008439234141215064
551,0.01343931566206636
552,0.012326909504591142
553,0.016184482068660702
554,0.016396815937150883
555,0.012709001892988434
556,0.014195821237991754
557,0.013536740528361391
558,0.011800850193149214
559,0.010630397409726981
560,0.015253945330516674
561,0.01775508905108296
562,0.016180765721100505
563,0.01566723672852149
564,0.016441358218055972
565,0.016040419555074382
566,0.019674915917606468
567,0.008776410020088079
568,0.015926139781626346
569,0.019498244889071387
570,0.013532893653849494
571,0.016361561821222493
572,0.012994194863147065
573,0.017736305056821156
574,0.0205010412925136
575,0.01369655954361693
576,0.01091719395620661
577,0.016561696179539096
578,0.016225879028789393
579,0.013393849883401532
580,0.01488886916322959
581,0.011434633067551266
582,0.014042058367319936
583,0.013225317132190474
584,0.013031668836096029
585,0.012956385206328146
586,0.016163749725516926
587,0.014443496118192447
588,0.005524289951787589
589,0.016829175444274508
590,0.01530464287874398
591,0.016001696677623807
592,0.01815379415806808
593,0.015360376729833782
594,0.014119278532824091
595,0.011750273791557062
596,0.01846052615564447
597,0.01584699436423638
598,0.014105243151602373
599,0.013337348835432174
600,0.014150155698766808
601,0.016044403834477125
602,0.020379775227420686
603,0.012199308887037479
604,0.018041552882384716
605,0.010454229110420285
606,0.014184202353104467
607,0.013618814404905465
608,0.019823337063094366
609,0.01497324485064222
610,0.013044566104581665
611,0.015677391508563197
612,0.012834225678477192
613,0.013998731370438671
614,0.01591907791798032
615,0.018215593757708377
616,0.015498280077193852
617,0.016566422285861592
618,0.010834672954914613
619,0.009501243467662217
620,0.012045065075232068
621,0.017676638567196645
622,0.013561383712227336
623,0.01492828630276228
624,0.016693374903958107
625,0.011441200532271175
626,0.018286737285177723
627,0.01367197277777626
628,0.012151986236549821
629,0.018983489720450334
630,0.009676301184310818
631,0.012609870483547714
632,0.015522038137223004
633,0.02241359742809867
634,0.01545220446146662
635,0.01420964114127939
636,0.013260919127656007
637,0.01307120253194507
638,0.015493964459212526
639,0.016261100940177086
640,0.020288828723739136
641,0.011728627252018575
642,0.014282891355308934
643,0.01180208442596592
644,0.018117606641368147
645,0.013434715316668032
646,0.01617198210344819
647,0.014285615295749572
648,0.014953143763283246
649,0.01582714820671209
650,0.011587993599771427
651,0.01372192103712282
652,0.011879020771459572
653,0.015445754888558517
654,0.016671933712032627
655,0.01746256045100092
656,0.016439648700717385
657,0.010279952067290009
658,0.01454857505790793
659,0.020812569466577342
660,0.018100797991394347
661,0.015240851656651455
662,0.010506702131070198
663,0.01464546044040686
664,0.011583086729792096
665,0.0171563565220471
666,0.016833588109123512
667,0.018548288649540806
668,0.01301603886217934
669,0.01367818421566607
670,0.017226579882732046
671,0.014274780806112781
672,0.013717366155540742
673,0.019409572401268473
674,0.012351238624668519
675,0.013722843816875685
676,0.009843335558139026
677,0.014887417160215072
678,0.01868303959499187
679,0.014368355580962973
680,0.013238611508775191
681,0.016479992072654992
682,0.01648597366111671
683,0.013401685710455304
684,0.0175249013776985
685,0.012026926352217185
686,0.014744041495818322
687,0.01646312239375147
688,0.02134517546347788
689,0.01374535447908564
690,0.023341374361504817
691,0.017973963009651508
692,0.014663399569726095
693,0.015053876846911235
694,0.01357884549620869
695,0.013630599827151271
696,0.011213299242572044
697,0.009932517038945144
698,0.015145706677045487
699,0.017716191776076976
700,0.020209676691964013
701,0.01502854569650365
702,0.011285830646407416
703,0.016248771901353338
704,0.015365382270088868
705,0.02125471847091336
706,0.01214917525080068
707,0.014898805974326221
708,0.012487674808224585
709,0.014910401643234794
710,0.01545375854351852
711,0.014387518064898883
712,0.01590432002349025
713,0.010915383716745565
714,0.01583439506591802
715,0.01811114508858483
716,0.01556009103504148
717,0.012312105436981854
718,0.017333984653158198
719,0.017062330115648186
720,0.020758238246275616
721,0.012026324538663929
722,0.011845813847930852
723,0.015361549926227446
724,0.01755715233838853
725,0.020198878000678138
726,0.01672264002852299
727,0.021029261794321776
728,0.017257994653438264
729,0.015606069737676599
730,0.010195314636266805
731,0.01971854708216556
732,0.016992675848393608
733,0.01455171614981351
734,0.014608120084208946
735,0.008402873621549624
736,0.012996041013883622
737,0.013123623429801591
738,0.015667597326810133
739,0.014531597913304878
740,0.013774518519252196
741,0.011459254500067117
742,0.015536672111986359
743,0.010504368767831632
744,0.01745735464721387
745,0.01301343776039038
746,0.017296930733796265
747,0.01609985405517973
748,0.012291638185008237
749,0.018940939063765927
750,0.01341506037286141
751,0.01257293449478297
752,0.014372061169636862
753,0.012053290706748257
754,0.008019114839480179
755,0.016693970130660173
756,0.015879133440911984
757,0.017663574586816985
758,0.018323410531634263
759,0.01560277455182958
760,0.01043735473291756
761,0.017469985921018793
762,0.012818045453242234
763,0.01692108136333248
764,0.012686129338984926
765,0.015002656820656967
766,0.01322719290450857
767,0.012373939188644302
768,0.014844609762563502
769,0.013129655194223558
770,0.01364650058745678
771,0.015642326300388244
772,0.008464291873166576
773,0.01747168027986489
774,0.018635288772192813
775,0.016458966414187082
776,0.013795720006257483
777,0.013518609065795061
778,0.016214377210624308
779,0.016459981828027048
780,0.0118248481113712
781,0.011022923814303018
782,0.02023942151255243
783,0.018887478498665112
784,0.014639546483807397
785,0.009599038781884117
786,0.015167560988215372
787,0.016361703388104363
788,0.013558229930006485
789,0.01637437801738417
790,0.0195642324625679
791,0.01272082868242486
792,0.013757308388956729
793,0.011777394082530271
794,0.011266838030152718
795,0.013713573120135549
796,0.011315446727606003
797,0.01417058279407162
798,0.011309720941325214
799,0.01752084653231126
800,0.01972702432878528
801,0.013072036149336334
802,0.01241596785888758
803,0.010885344003601706
804,0.015552380116543982
805,0.02222003013062197
806,0.01455455914321465
807,0.016745438921747936
808,0.015533105220734622
809,0.012287408481365019
810,0.014125567811198015
811,0.014430722088113627
812,0.012135955734308637
813,0.009425814883015358
814,0.01573633223558078
815,0.013921864151133938
816,0.014353585326329887
817,0.015367339734831818
818,0.012257351500414033
819,0.02083356534063006
820,0.017506903897931362
821,0.013123758158196393
822,0.015169857630285997
823,0.01503435759791823
824,0.012932352657148068
825,0.013282416530269903
826,0.008407154682158828
827,0.017199727689761826
828,0.01331628765675535
829,0.009536303796739686
830,0.014277998169429531
831,0.015731078107496653
832,0.012411482174670401
833,0.012978678126643961
834,0.018913258416422843
835,0.015790877517821936
836,0.01694809481558761
837,0.012397857126570554
838,0.018598000738715665
839,0.0202534649978019
840,0.018221179434691124
841,0.01717468714399186
842,0.016390418609569704
843,0.017151808287717854
844,0.01210739845070895
845,0.018541971602952286
846,0.012132070170147344
847,0.01461285719650087
848,0.014064788853464674
849,0.017136666366432275
850,0.015664240779356926
851,0.009480648393373184
852,0.013120782283832115
853,0.014253453907163004
854,0.017792248137161175
855,0.01137302183061082
856,0.012143428499172373
857,0.011765992969890298
858,0.013519841207868076
859,0.015272365070334106
860,0.0159802634950669
861,0.014970047522908
862,0.01248320374576932
863,0.016458979885850177
864,0.019157751717496303
865,0.014095274657126032
866,0.010843451185602721
867,0.014304069511898122
868,0.013250262656635654
869,0.017026302440780634
870,0.013387186432084877
871,0.016011814675388064
872,0.008322689205071133
873,0.009185294359676755
874,0.016147207111736023
875,0.015012019938750516
876,0.012298522222359234
877,0.01879478017142243
878,0.013115643232999461
879,0.015084308367804233
880,0.013369545444103247
881,0.01748798911992794
882,0.01706058658781023
883,0.013447596220749975
884,0.011494039277370744
885,0.010211043687332024
886,0.013094444226771463
887,0.011972094154501225
888,0.017163410118165696
889,0.01707483725665509
890,0.01560094273731965
891,0.01366632917036378
892,0.014606447113267059
893,0.0161317661152651
894,0.010959093177485295
895,0.016229239927387566
896,0.01803370724483554
897,0.019769916894793793
898,0.013794382525939406
899,0.020059246014674015
900,0.013460871983293385
901,0.013768707762017409
902,0.011841580598420576
903,0.01199499939630953
904,0.01115239109445757
905,0.0075115027690833575
906,0.015550843574451427
907,0.015111265545991253
908,0.013011500481178813
909,0.013643483191685301
910,0.013134653512033462
911,0.009986836601584247
912,0.009832569168685636
913,0.014215790745338474
914,0.01604404510711645
915,0.01393512485536082
916,0.016998717872260677
917,0.01133548493351954
918,0.016130221964380215
919,0.012383160375991378
920,0.011775882587033716
921,0.014331978128892864
922,0.011344493108575547
923,0.014083216401197307
924,0.013090153049807582
925,0.01651604228515635
926,0.009121384002173175
927,0.021855020977847306
928,0.016147251125911397
929,0.010542959431469864
930,0.017047131155411465
931,0.0173576307729149
932,0.011242685734450687
933,0.013101584130369081
934,0.013762736086989661
935,0.014095271904295064
936,0.014578936196157265
937,0.01379061227832988
938,0.014632382948175187
939,0.011936781133903224
940,0.009458314771448902
941,0.010289629439165678
942,0.011378167480050532
943,0.014173056569565889
944,0.016465111511587353
945,0.015566310022448447
946,0.02117323984690779
947,0.014998266823082036
948,0.012853094551743983
949,0.01681514111318751
950,0.01623235245626597
951,0.010027664104042154
952,0.012996822583442784
953,0.021898990346916725
954,0.017943585469021858
955,0.011128400941423037
956,0.01276194313816558
957,0.013478130487641635
958,0.018580486107203947
959,0.016082509731170005
960,0.017800837687920054
961,0.014481772885332709
962,0.01615855045014796
963,0.015616094104083924
964,0.013731647763518248
965,0.012228559561725541
966,0.015467997699425378
967,0.017832296326729037
968,0.013521468089110733
969,0.016086960331292678
970,0.014128283031233977
971,0.011803565696135441
972,0.017127594586253368
973,0.012347753039057637
974,0.011084325340254665
975,0.009756993656783501
976,0.014346571105877753
977,0.013987167608001026
978,0.01364192073931372
979,0.014448156166627087
980,0.013053208947674012
981,0.014573526983095266
982,0.01711799333267487
983,0.01664501961509768
984,0.009646820492253445
985,0.014330657415420322
986,0.014543914253915853
987,0.01434154462430548
988,0.011244202118637562
989,0.015672159623229702
990,0.015538149321737516
991,0.012844077377298396
992,0.017498683243182378
993,0.017435022637591717
994,0.012874216569432584
995,0.013573673168643786
996,0.01226437880545219
997,0.01822709946342436
998,0.013417029963938159
999,0.016477896530763043
1000,0.014361920402780315
