fips,year,month,total_deaths,sex_1,sex_2
11100,2005,1,4,4,0
11100,2005,2,8,6,2
11100,2005,3,10,6,4
11100,2005,4,6,5,1
11100,2005,5,4,2,2
11100,2005,6,7,7,0
11100,2005,7,9,6,3
11100,2005,8,8,5,3
11100,2005,9,9,6,3
11100,2005,10,4,3,1
11100,2005,11,7,4,3
11100,2005,12,3,2,1
11100,2006,1,3,2,1
11100,2006,2,5,3,2
11100,2006,3,6,6,0
11100,2006,4,9,7,2
11100,2006,5,10,7,3
11100,2006,6,5,2,3
11100,2006,7,1,1,0
11100,2006,8,3,3,0
11100,2006,9,2,2,0
11100,2006,10,2,1,1
11100,2006,11,5,2,3
11100,2006,12,4,4,0
11100,2007,1,8,5,3
11100,2007,2,3,3,0
11100,2007,3,12,7,5
11100,2007,4,8,8,0
11100,2007,5,9,5,4
11100,2007,6,3,1,2
11100,2007,7,12,8,4
11100,2007,8,10,10,0
11100,2007,9,7,5,2
11100,2007,10,6,3,3
11100,2007,11,7,6,1
11100,2007,12,7,3,4
11100,2008,1,10,5,5
11100,2008,2,2,2,0
11100,2008,3,7,4,3
11100,2008,4,1,1,0
11100,2008,5,9,6,3
11100,2008,6,7,5,2
11100,2008,7,2,1,1
11100,2008,8,14,10,4
11100,2008,9,8,6,2
11100,2008,10,10,6,4
11100,2008,11,9,7,2
11100,2008,12,4,4,0
11100,2009,1,10,5,5
11100,2009,2,7,6,1
11100,2009,3,5,3,2
11100,2009,4,8,5,3
11100,2009,5,13,6,7
11100,2009,6,11,10,1
11100,2009,7,7,4,3
11100,2009,8,13,7,6
11100,2009,9,8,5,3
11100,2009,10,14,12,2
11100,2009,11,4,1,3
11100,2009,12,4,3,1
11100,2010,1,14,7,7
11100,2010,2,3,2,1
11100,2010,3,7,4,3
11100,2010,4,10,7,3
11100,2010,5,7,2,5
11100,2010,6,9,6,3
11100,2010,7,10,7,3
11100,2010,8,11,8,3
11100,2010,9,12,8,4
11100,2010,10,12,7,5
11100,2010,11,8,3,5
11100,2010,12,5,5,0
11100,2011,1,3,3,0
11100,2011,2,6,4,2
11100,2011,3,8,6,2
11100,2011,4,11,8,3
11100,2011,5,9,4,5
11100,2011,6,6,2,4
11100,2011,7,4,4,0
11100,2011,8,12,9,3
11100,2011,9,7,5,2
11100,2011,10,6,3,3
11100,2011,11,9,7,2
11100,2011,12,7,4,3
11100,2012,1,6,3,3
11100,2012,2,10,9,1
11100,2012,3,2,2,0
11100,2012,4,7,4,3
11100,2012,5,13,7,6
11100,2012,6,11,9,2
11100,2012,7,3,1,2
11100,2012,8,7,3,4
11100,2012,9,9,6,3
11100,2012,10,9,5,4
11100,2012,11,8,6,2
11100,2012,12,5,3,2
11100,2013,1,14,8,6
11100,2013,2,11,11,0
11100,2013,3,7,4,3
11100,2013,4,9,5,4
11100,2013,5,10,5,5
11100,2013,6,8,6,2
11100,2013,7,7,3,4
11100,2013,8,10,5,5
11100,2013,9,8,7,1
11100,2013,10,11,7,4
11100,2013,11,5,4,1
11100,2013,12,6,3,3
11100,2014,1,8,6,2
11100,2014,2,6,5,1
11100,2014,3,18,11,7
11100,2014,4,11,8,3
11100,2014,5,6,4,2
11100,2014,6,8,5,3
11100,2014,7,6,5,1
11100,2014,8,3,3,0
11100,2014,9,7,5,2
11100,2014,10,8,7,1
11100,2014,11,12,9,3
11100,2014,12,4,2,2
11100,2015,1,10,5,5
11100,2015,2,8,3,5
11100,2015,3,6,6,0
11100,2015,4,11,6,5
11100,2015,5,9,5,4
11100,2015,6,9,7,2
11100,2015,7,6,4,2
11100,2015,8,11,9,2
11100,2015,9,6,5,1
11100,2015,10,6,1,5
11100,2015,11,3,2,1
11100,2015,12,6,5,1
11100,2016,1,7,5,2
11100,2016,2,6,3,3
11100,2016,3,5,2,3
11100,2016,4,9,6,3
11100,2016,5,6,4,2
11100,2016,6,5,3,2
11100,2016,7,4,1,3
11100,2016,8,9,8,1
11100,2016,9,6,5,1
11100,2016,10,8,6,2
11100,2016,11,5,3,2
11100,2016,12,5,3,2
11100,2017,1,7,5,2
11100,2017,2,10,8,2
11100,2017,3,8,6,2
11100,2017,4,12,9,3
11100,2017,5,8,4,4
11100,2017,6,5,3,2
11100,2017,7,9,7,2
11100,2017,8,5,4,1
11100,2017,9,9,5,4
11100,2017,10,9,6,3
11100,2017,11,9,7,2
11100,2017,12,7,5,2
11100,2018,1,8,4,4
11100,2018,2,4,3,1
11100,2018,3,8,5,3
11100,2018,4,4,3,1
11100,2018,5,5,5,0
11100,2018,6,13,7,6
11100,2018,7,5,4,1
11100,2018,8,9,7,2
11100,2018,9,8,5,3
11100,2018,10,3,2,1
11100,2018,11,6,5,1
11100,2018,12,5,4,1
11100,2019,1,9,6,3
11100,2019,2,4,2,2
11100,2019,3,7,3,4
11100,2019,4,5,2,3
11100,2019,5,6,4,2
11100,2019,6,9,6,3
11100,2019,7,6,4,2
11100,2019,8,7,5,2
11100,2019,9,9,8,1
11100,2019,10,3,3,0
11100,2019,11,6,3,3
11100,2019,12,9,7,2
11100,2020,1,4,2,2
11100,2020,2,6,3,3
11100,2020,3,7,4,3
11100,2020,4,8,4,4
11100,2020,5,11,7,4
11100,2020,6,7,4,3
11100,2020,7,7,4,3
11100,2020,8,9,4,5
11100,2020,9,7,4,3
11100,2020,10,5,4,1
11100,2020,11,6,1,5
11100,2020,12,6,5,1
11100,2021,1,3,3,0
11100,2021,2,7,6,1
11100,2021,3,8,4,4
11100,2021,4,9,7,2
11100,2021,5,7,6,1
11100,2021,6,7,5,2
11100,2021,7,8,4,4
11100,2021,8,5,5,0
11100,2021,9,5,4,1
11100,2021,10,5,2,3
11100,2021,11,6,3,3
11100,2021,12,6,5,1
11100,2022,1,10,7,3
11100,2022,2,8,2,6
11100,2022,3,7,4,3
11100,2022,4,7,5,2
11100,2022,5,6,4,2
11100,2022,6,4,3,1
11100,2022,7,7,5,2
11100,2022,8,9,8,1
11100,2022,9,5,3,2
11100,2022,10,10,6,4
11100,2022,11,6,3,3
11100,2022,12,8,5,3
11100,2023,1,5,4,1
11100,2023,2,3,2,1
11100,2023,3,5,4,1
11100,2023,4,9,4,5
11100,2023,5,3,3,0
11100,2023,6,12,11,1
11100,2023,7,9,6,3
11100,2023,8,10,7,3
11100,2023,9,8,8,0
11100,2023,10,6,2,4
11100,2023,11,3,1,2
11100,2023,12,12,6,6
11100,2024,1,8,7,1
11100,2024,2,6,5,1
11100,2024,3,4,4,0
11100,2024,4,7,5,2
11100,2024,5,4,2,2
11100,2024,6,7,7,0
11100,2024,7,6,5,1
11100,2024,8,8,6,2
11100,2024,9,8,4,4
11100,2024,10,5,4,1
11100,2024,11,5,5,0
11100,2024,12,8,7,1
11110,1997,1,3,2,1
11110,1997,2,3,2,1
11110,1997,3,4,3,1
11110,1997,4,9,4,5
11110,1997,5,9,5,4
11110,1997,6,5,3,2
11110,1997,7,8,7,1
11110,1997,8,6,4,2
11110,1997,9,6,3,3
11110,1997,10,5,4,1
11110,1997,11,4,3,1
11110,1997,12,5,2,3
11110,1998,1,1,0,1
11110,1998,2,9,7,2
11110,1998,3,10,7,3
11110,1998,4,12,9,3
11110,1998,5,10,6,4
11110,1998,6,10,5,5
11110,1998,7,10,5,5
11110,1998,8,14,12,2
11110,1998,9,6,1,5
11110,1998,10,11,7,4
11110,1998,11,9,6,3
11110,1998,12,5,4,1
11110,1999,1,9,8,1
11110,1999,2,2,0,2
11110,1999,3,5,3,2
11110,1999,4,3,1,2
11110,1999,5,3,3,0
11110,1999,6,7,5,2
11110,1999,8,8,7,1
11110,1999,9,7,4,3
11110,1999,10,9,5,4
11110,1999,11,5,3,2
11110,1999,12,4,3,1
11110,2000,1,5,4,1
11110,2000,2,6,3,3
11110,2000,3,8,6,2
11110,2000,4,6,5,1
11110,2000,5,6,3,3
11110,2000,6,4,4,0
11110,2000,7,9,5,4
11110,2000,8,1,0,1
11110,2000,9,7,4,3
11110,2000,10,8,7,1
11110,2000,11,3,3,0
11110,2000,12,3,3,0
11110,2001,1,4,1,3
11110,2001,2,4,1,3
11110,2001,3,12,8,4
11110,2001,4,7,5,2
11110,2001,5,6,4,2
11110,2001,6,4,2,2
11110,2001,7,3,2,1
11110,2001,8,6,5,1
11110,2001,9,8,5,3
11110,2001,10,7,5,2
11110,2001,12,4,1,3
11110,2002,1,7,5,2
11110,2002,2,5,4,1
11110,2002,3,10,6,4
11110,2002,4,19,16,3
11110,2002,5,5,3,2
11110,2002,6,14,9,5
11110,2002,7,7,6,1
11110,2002,8,14,9,5
11110,2002,9,13,11,2
11110,2002,10,2,2,0
11110,2002,11,8,7,1
11110,2002,12,6,3,3
11110,2003,1,10,8,2
11110,2003,2,8,4,4
11110,2003,3,14,6,8
11110,2003,4,12,7,5
11110,2003,5,9,7,2
11110,2003,6,10,9,1
11110,2003,7,19,17,2
11110,2003,8,11,6,5
11110,2003,9,12,8,4
11110,2003,10,11,6,5
11110,2003,11,8,4,4
11110,2003,12,10,8,2
11110,2004,1,6,4,2
11110,2004,2,8,4,4
11110,2004,3,15,12,3
11110,2004,4,5,4,1
11110,2004,5,15,8,7
11110,2004,6,11,8,3
11110,2004,7,11,7,4
11110,2004,8,11,6,5
11110,2004,9,9,6,3
11110,2004,10,9,6,3
11110,2004,11,7,4,3
11110,2004,12,3,1,2
11110,2005,1,9,4,5
11110,2005,2,7,3,4
11110,2005,3,10,5,5
11110,2005,4,10,5,5
11110,2005,5,6,3,3
11110,2005,6,13,8,5
11110,2005,7,14,7,7
11110,2005,8,5,2,3
11110,2005,9,8,3,5
11110,2005,10,9,4,5
11110,2005,11,6,5,1
11110,2005,12,10,5,5
11110,2006,1,12,4,8
11110,2006,2,10,8,2
11110,2006,3,14,12,2
11110,2006,4,11,8,3
11110,2006,5,12,6,6
11110,2006,6,10,5,5
11110,2006,7,16,11,5
11110,2006,8,8,6,2
11110,2006,9,13,11,2
11110,2006,10,10,8,2
11110,2006,11,8,5,3
11110,2006,12,9,7,2
11110,2007,1,6,2,4
11110,2007,2,6,1,5
11110,2007,3,8,5,3
11110,2007,4,12,9,3
11110,2007,5,16,7,9
11110,2007,6,12,6,6
11110,2007,7,11,7,4
11110,2007,8,9,7,2
11110,2007,9,18,9,9
11110,2007,10,11,3,8
11110,2007,11,6,4,2
11110,2007,12,9,7,2
11110,2008,1,6,3,3
11110,2008,2,6,2,4
11110,2008,3,10,7,3
11110,2008,4,12,7,5
11110,2008,5,10,9,1
11110,2008,6,16,8,8
11110,2008,7,11,4,7
11110,2008,8,8,6,2
11110,2008,9,8,7,1
11110,2008,10,21,10,11
11110,2008,11,15,10,5
11110,2008,12,16,13,3
11110,2009,1,21,10,11
11110,2009,2,9,7,2
11110,2009,3,18,8,10
11110,2009,4,15,7,8
11110,2009,5,14,10,4
11110,2009,6,16,9,7
11110,2009,7,9,5,4
11110,2009,8,16,13,3
11110,2009,9,11,7,4
11110,2009,10,23,19,4
11110,2009,11,15,10,5
11110,2009,12,13,6,7
11110,2010,1,8,7,1
11110,2010,2,8,7,1
11110,2010,3,6,6,0
11110,2010,4,15,8,7
11110,2010,5,18,10,8
11110,2010,6,17,11,6
11110,2010,7,19,8,11
11110,2010,8,13,10,3
11110,2010,9,11,8,3
11110,2010,10,13,9,4
11110,2010,11,14,7,7
11110,2010,12,13,10,3
11110,2011,1,9,4,5
11110,2011,2,14,11,3
11110,2011,3,9,6,3
11110,2011,4,18,14,4
11110,2011,5,12,7,5
11110,2011,6,17,14,3
11110,2011,7,11,3,8
11110,2011,8,15,9,6
11110,2011,9,8,6,2
11110,2011,10,11,10,1
11110,2011,11,10,7,3
11110,2011,12,11,7,4
11110,2012,1,12,11,1
11110,2012,2,8,7,1
11110,2012,3,14,8,6
11110,2012,4,13,5,8
11110,2012,5,12,10,2
11110,2012,6,18,5,13
11110,2012,7,5,4,1
11110,2012,8,16,10,6
11110,2012,9,13,9,4
11110,2012,10,11,10,1
11110,2012,11,13,10,3
11110,2012,12,15,13,2
11110,2013,1,8,6,2
11110,2013,2,9,5,4
11110,2013,3,15,10,5
11110,2013,4,12,7,5
11110,2013,5,13,7,6
11110,2013,6,8,6,2
11110,2013,7,16,11,5
11110,2013,8,13,7,6
11110,2013,9,11,7,4
11110,2013,10,16,10,6
11110,2013,11,9,4,5
11110,2013,12,11,10,1
11110,2014,1,11,9,2
11110,2014,2,13,8,5
11110,2014,3,14,13,1
11110,2014,4,17,16,1
11110,2014,5,12,7,5
11110,2014,6,16,13,3
11110,2014,7,12,8,4
11110,2014,8,12,6,6
11110,2014,9,18,11,7
11110,2014,10,8,4,4
11110,2014,11,12,7,5
11110,2014,12,13,7,6
11110,2015,1,12,9,3
11110,2015,2,11,11,0
11110,2015,3,14,8,6
11110,2015,4,14,9,5
11110,2015,5,13,7,6
11110,2015,6,12,7,5
11110,2015,7,15,11,4
11110,2015,8,16,8,8
11110,2015,9,12,8,4
11110,2015,10,11,8,3
11110,2015,11,2,2,0
11110,2015,12,14,11,3
11110,2016,1,10,6,4
11110,2016,2,5,3,2
11110,2016,3,13,9,4
11110,2016,4,10,8,2
11110,2016,5,14,9,5
11110,2016,6,15,11,4
11110,2016,7,7,6,1
11110,2016,8,15,8,7
11110,2016,9,11,6,5
11110,2016,10,8,4,4
11110,2016,11,8,7,1
11110,2016,12,5,4,1
11110,2017,1,9,4,5
11110,2017,2,8,5,3
11110,2017,3,9,7,2
11110,2017,4,6,4,2
11110,2017,5,12,7,5
11110,2017,6,14,10,4
11110,2017,7,10,8,2
11110,2017,8,12,10,2
11110,2017,9,14,10,4
11110,2017,10,15,11,4
11110,2017,11,13,7,6
11110,2017,12,7,6,1
11110,2018,1,17,13,4
11110,2018,2,9,7,2
11110,2018,3,12,11,1
11110,2018,4,6,4,2
11110,2018,5,16,13,3
11110,2018,6,15,10,5
11110,2018,7,11,5,6
11110,2018,8,16,8,8
11110,2018,9,10,8,2
11110,2018,10,10,6,4
11110,2018,11,10,5,5
11110,2018,12,6,5,1
11110,2019,1,7,5,2
11110,2019,2,13,7,6
11110,2019,3,14,9,5
11110,2019,4,8,8,0
11110,2019,5,14,11,3
11110,2019,6,12,9,3
11110,2019,7,10,8,2
11110,2019,8,15,9,6
11110,2019,9,3,2,1
11110,2019,10,7,3,4
11110,2019,11,16,11,5
11110,2019,12,8,5,3
11110,2020,1,13,9,4
11110,2020,2,10,5,5
11110,2020,3,9,7,2
11110,2020,4,11,3,8
11110,2020,5,15,12,3
11110,2020,6,7,6,1
11110,2020,7,7,6,1
11110,2020,8,12,8,4
11110,2020,9,7,4,3
11110,2020,10,11,8,3
11110,2020,11,8,8,0
11110,2020,12,6,4,2
11110,2021,1,10,8,2
11110,2021,2,10,7,3
11110,2021,3,13,7,6
11110,2021,4,10,5,5
11110,2021,5,9,6,3
11110,2021,6,13,10,3
11110,2021,7,9,6,3
11110,2021,8,9,9,0
11110,2021,9,11,7,4
11110,2021,10,9,5,4
11110,2021,11,10,4,6
11110,2021,12,9,8,1
11110,2022,1,9,7,2
11110,2022,2,8,4,4
11110,2022,3,7,6,1
11110,2022,4,6,4,2
11110,2022,5,9,6,3
11110,2022,6,7,4,3
11110,2022,7,15,6,9
11110,2022,8,9,6,3
11110,2022,9,13,7,6
11110,2022,10,1,0,1
11110,2022,11,8,4,4
11110,2022,12,11,8,3
11110,2023,1,10,5,5
11110,2023,2,8,6,2
11110,2023,3,17,9,8
11110,2023,4,9,4,5
11110,2023,5,10,4,6
11110,2023,6,15,7,8
11110,2023,7,12,10,2
11110,2023,8,4,4,0
11110,2023,9,7,5,2
11110,2023,10,4,3,1
11110,2023,11,10,5,5
11110,2023,12,14,11,3
11110,2024,1,10,8,2
11110,2024,2,11,6,5
11110,2024,3,10,8,2
11110,2024,4,19,12,7
11110,2024,5,10,5,5
11110,2024,6,9,2,7
11110,2024,7,16,9,7
11110,2024,8,12,9,3
11110,2024,9,9,6,3
11110,2024,10,11,5,6
11110,2024,11,2,2,0
11110,2024,12,7,3,4
11120,1997,1,3,3,0
11120,1997,2,3,1,2
11120,1997,3,4,4,0
11120,1997,4,7,5,2
11120,1997,5,6,4,2
11120,1997,6,5,2,3
11120,1997,7,5,4,1
11120,1997,8,2,2,0
11120,1997,9,4,3,1
11120,1997,10,7,6,1
11120,1997,11,6,3,3
11120,1997,12,4,2,2
11120,1998,1,4,2,2
11120,1998,2,6,4,2
11120,1998,3,3,2,1
11120,1998,4,8,6,2
11120,1998,5,8,6,2
11120,1998,6,5,2,3
11120,1998,7,7,6,1
11120,1998,8,7,6,1
11120,1998,9,10,6,4
11120,1998,10,9,7,2
11120,1998,11,13,9,4
11120,1998,12,10,8,2
11120,1999,1,5,4,1
11120,1999,2,6,6,0
11120,1999,3,6,5,1
11120,1999,4,5,4,1
11120,1999,5,9,6,3
11120,1999,6,3,2,1
11120,1999,7,6,3,3
11120,1999,8,2,1,1
11120,1999,9,8,5,3
11120,1999,10,7,5,2
11120,1999,11,6,4,2
11120,1999,12,1,1,0
11120,2000,1,2,1,1
11120,2000,2,4,3,1
11120,2000,3,4,3,1
11120,2000,4,1,1,0
11120,2000,5,2,0,2
11120,2000,6,2,1,1
11120,2000,7,4,3,1
11120,2000,8,3,2,1
11120,2000,9,1,1,0
11120,2000,10,2,2,0
11120,2000,11,4,4,0
11120,2000,12,2,2,0
11120,2001,1,4,3,1
11120,2001,2,6,5,1
11120,2001,3,3,1,2
11120,2001,4,3,3,0
11120,2001,5,4,4,0
11120,2001,6,2,1,1
11120,2001,7,3,1,2
11120,2001,8,3,2,1
11120,2001,9,4,4,0
11120,2001,10,3,2,1
11120,2001,11,1,0,1
11120,2001,12,1,1,0
11120,2002,1,3,2,1
11120,2002,2,5,4,1
11120,2002,3,3,3,0
11120,2002,4,4,3,1
11120,2002,5,9,7,2
11120,2002,6,3,2,1
11120,2002,7,5,1,4
11120,2002,8,6,6,0
11120,2002,9,5,2,3
11120,2002,10,7,6,1
11120,2002,11,2,2,0
11120,2002,12,4,3,1
11120,2003,1,3,1,2
11120,2003,2,4,1,3
11120,2003,3,2,2,0
11120,2003,4,7,6,1
11120,2003,5,8,5,3
11120,2003,6,14,10,4
11120,2003,7,7,4,3
11120,2003,8,8,6,2
11120,2003,9,9,5,4
11120,2003,10,11,10,1
11120,2003,11,6,4,2
11120,2003,12,4,2,2
11120,2004,1,2,1,1
11120,2004,2,12,11,1
11120,2004,3,10,6,4
11120,2004,4,6,5,1
11120,2004,5,10,7,3
11120,2004,6,11,9,2
11120,2004,7,9,6,3
11120,2004,8,9,8,1
11120,2004,9,12,8,4
11120,2004,10,8,5,3
11120,2004,11,7,7,0
11120,2004,12,10,6,4
11120,2005,1,3,3,0
11120,2005,2,7,6,1
11120,2005,3,19,14,5
11120,2005,4,17,10,7
11120,2005,5,19,11,8
11120,2005,6,5,3,2
11120,2005,7,7,5,2
11120,2005,8,6,4,2
11120,2005,9,5,4,1
11120,2005,10,4,3,1
11120,2005,11,7,4,3
11120,2005,12,7,5,2
11120,2006,1,4,3,1
11120,2006,2,7,7,0
11120,2006,3,7,3,4
11120,2006,4,9,2,7
11120,2006,5,8,8,0
11120,2006,6,3,1,2
11120,2006,7,5,4,1
11120,2006,8,7,5,2
11120,2006,9,14,12,2
11120,2006,10,5,2,3
11120,2006,11,5,4,1
11120,2006,12,3,2,1
11120,2007,1,12,8,4
11120,2007,2,7,3,4
11120,2007,3,15,8,7
11120,2007,4,10,7,3
11120,2007,5,5,4,1
11120,2007,6,8,5,3
11120,2007,7,15,8,7
11120,2007,8,9,7,2
11120,2007,9,6,4,2
11120,2007,10,6,4,2
11120,2007,11,7,3,4
11120,2007,12,4,3,1
11120,2008,1,7,5,2
11120,2008,2,8,4,4
11120,2008,3,5,2,3
11120,2008,4,7,4,3
11120,2008,5,8,6,2
11120,2008,6,9,8,1
11120,2008,7,6,5,1
11120,2008,8,10,4,6
11120,2008,9,3,3,0
11120,2008,10,14,8,6
11120,2008,11,7,5,2
11120,2008,12,9,5,4
11120,2009,1,7,5,2
11120,2009,2,11,6,5
11120,2009,3,13,8,5
11120,2009,4,7,6,1
11120,2009,5,13,6,7
11120,2009,6,11,3,8
11120,2009,7,12,9,3
11120,2009,8,9,7,2
11120,2009,9,16,10,6
11120,2009,10,14,9,5
11120,2009,11,6,3,3
11120,2009,12,9,6,3
11120,2010,1,6,3,3
11120,2010,2,8,5,3
11120,2010,3,11,3,8
11120,2010,4,17,12,5
11120,2010,5,8,4,4
11120,2010,6,3,2,1
11120,2010,7,8,4,4
11120,2010,8,14,11,3
11120,2010,9,9,5,4
11120,2010,10,11,5,6
11120,2010,11,9,4,5
11120,2010,12,13,8,5
11120,2011,1,6,6,0
11120,2011,2,15,9,6
11120,2011,3,10,6,4
11120,2011,4,18,15,3
11120,2011,5,16,11,5
11120,2011,6,8,6,2
11120,2011,7,11,9,2
11120,2011,8,12,9,3
11120,2011,9,12,6,6
11120,2011,10,13,9,4
11120,2011,11,8,6,2
11120,2011,12,5,3,2
11120,2012,1,13,9,4
11120,2012,2,12,8,4
11120,2012,3,13,7,6
11120,2012,4,13,7,6
11120,2012,5,15,13,2
11120,2012,6,11,7,4
11120,2012,7,8,5,3
11120,2012,8,8,7,1
11120,2012,9,12,8,4
11120,2012,10,8,6,2
11120,2012,11,6,2,4
11120,2012,12,7,6,1
11120,2013,1,14,11,3
11120,2013,2,11,8,3
11120,2013,3,10,7,3
11120,2013,4,11,8,3
11120,2013,5,15,13,2
11120,2013,6,13,12,1
11120,2013,7,9,8,1
11120,2013,8,8,7,1
11120,2013,9,14,12,2
11120,2013,10,15,11,4
11120,2013,11,13,10,3
11120,2013,12,9,5,4
11120,2014,1,3,2,1
11120,2014,2,10,8,2
11120,2014,3,12,6,6
11120,2014,4,19,14,5
11120,2014,5,16,12,4
11120,2014,6,10,7,3
11120,2014,7,9,5,4
11120,2014,8,8,4,4
11120,2014,9,14,12,2
11120,2014,10,8,4,4
11120,2014,11,11,10,1
11120,2014,12,5,5,0
11120,2015,1,7,5,2
11120,2015,2,12,11,1
11120,2015,3,6,4,2
11120,2015,4,8,4,4
11120,2015,5,8,5,3
11120,2015,6,10,7,3
11120,2015,7,5,4,1
11120,2015,8,8,7,1
11120,2015,9,16,9,7
11120,2015,10,13,8,5
11120,2015,11,11,7,4
11120,2015,12,11,8,3
11120,2016,1,10,7,3
11120,2016,2,9,6,3
11120,2016,3,20,13,7
11120,2016,4,8,4,4
11120,2016,5,10,5,5
11120,2016,6,12,8,4
11120,2016,7,9,6,3
11120,2016,8,7,3,4
11120,2016,9,11,6,5
11120,2016,10,13,11,2
11120,2016,11,7,5,2
11120,2016,12,10,9,1
11120,2017,1,11,8,3
11120,2017,2,6,3,3
11120,2017,3,6,3,3
11120,2017,4,14,9,5
11120,2017,5,11,7,4
11120,2017,6,9,9,0
11120,2017,7,5,4,1
11120,2017,8,12,6,6
11120,2017,9,10,8,2
11120,2017,10,8,5,3
11120,2017,11,10,7,3
11120,2017,12,6,3,3
11120,2018,1,12,4,8
11120,2018,2,4,2,2
11120,2018,3,12,10,2
11120,2018,4,14,10,4
11120,2018,5,9,8,1
11120,2018,6,11,8,3
11120,2018,7,9,4,5
11120,2018,8,5,3,2
11120,2018,9,7,3,4
11120,2018,10,6,2,4
11120,2018,11,6,4,2
11120,2018,12,5,3,2
11120,2019,1,1,1,0
11120,2019,2,7,4,3
11120,2019,3,6,5,1
11120,2019,4,5,2,3
11120,2019,5,13,6,7
11120,2019,6,11,3,8
11120,2019,7,6,4,2
11120,2019,8,7,4,3
11120,2019,9,9,8,1
11120,2019,10,15,9,6
11120,2019,11,3,3,0
11120,2019,12,11,7,4
11120,2020,1,9,9,0
11120,2020,2,7,6,1
11120,2020,3,13,10,3
11120,2020,4,8,2,6
11120,2020,5,7,5,2
11120,2020,6,7,6,1
11120,2020,7,16,8,8
11120,2020,8,11,8,3
11120,2020,9,11,7,4
11120,2020,10,9,8,1
11120,2020,11,9,7,2
11120,2020,12,4,2,2
11120,2021,1,6,3,3
11120,2021,2,9,4,5
11120,2021,3,12,7,5
11120,2021,4,13,8,5
11120,2021,5,4,4,0
11120,2021,6,8,5,3
11120,2021,7,9,6,3
11120,2021,8,7,4,3
11120,2021,9,8,6,2
11120,2021,10,8,5,3
11120,2021,11,4,4,0
11120,2021,12,10,4,6
11120,2022,1,7,5,2
11120,2022,2,7,5,2
11120,2022,3,14,9,5
11120,2022,4,7,4,3
11120,2022,5,10,4,6
11120,2022,6,3,1,2
11120,2022,7,10,9,1
11120,2022,8,5,2,3
11120,2022,9,11,5,6
11120,2022,10,11,6,5
11120,2022,11,11,7,4
11120,2022,12,8,3,5
11120,2023,1,11,7,4
11120,2023,2,6,3,3
11120,2023,3,5,3,2
11120,2023,4,10,6,4
11120,2023,5,11,7,4
11120,2023,6,15,10,5
11120,2023,7,13,11,2
11120,2023,8,8,6,2
11120,2023,9,12,6,6
11120,2023,10,5,4,1
11120,2023,11,5,5,0
11120,2023,12,6,4,2
11120,2024,1,9,7,2
11120,2024,2,10,8,2
11120,2024,3,9,9,0
11120,2024,4,13,11,2
11120,2024,5,13,9,4
11120,2024,6,3,3,0
11120,2024,7,11,6,5
11120,2024,8,10,8,2
11120,2024,9,10,5,5
11120,2024,10,7,4,3
11120,2024,11,10,7,3
11120,2024,12,5,2,3
11130,1997,1,7,4,3
11130,1997,2,1,1,0
11130,1997,3,5,3,2
11130,1997,4,5,5,0
11130,1997,5,8,8,0
11130,1997,6,5,4,1
11130,1997,7,4,3,1
11130,1997,8,3,3,0
11130,1997,9,5,3,2
11130,1997,10,4,3,1
11130,1997,11,6,5,1
11130,1997,12,4,3,1
11130,1998,1,4,4,0
11130,1998,2,6,6,0
11130,1998,3,5,4,1
11130,1998,4,5,4,1
11130,1998,5,8,6,2
11130,1998,6,5,4,1
11130,1998,7,5,3,2
11130,1998,8,7,6,1
11130,1998,9,4,4,0
11130,1998,10,6,5,1
11130,1998,11,6,5,1
11130,1998,12,1,1,0
11130,1999,1,4,3,1
11130,1999,2,3,3,0
11130,1999,3,8,4,4
11130,1999,4,3,2,1
11130,1999,5,5,4,1
11130,1999,6,4,3,1
11130,1999,7,2,1,1
11130,1999,8,5,3,2
11130,1999,9,6,4,2
11130,1999,10,4,3,1
11130,2000,2,1,1,0
11130,2000,3,2,2,0
11130,2000,4,1,1,0
11130,2000,5,3,2,1
11130,2000,6,5,4,1
11130,2000,7,4,4,0
11130,2000,8,2,2,0
11130,2000,9,3,2,1
11130,2000,10,3,3,0
11130,2000,11,4,3,1
11130,2000,12,2,2,0
11130,2001,1,2,1,1
11130,2001,2,5,3,2
11130,2001,3,3,2,1
11130,2001,4,5,5,0
11130,2001,5,4,4,0
11130,2001,6,2,2,0
11130,2001,7,1,1,0
11130,2001,8,5,2,3
11130,2001,9,2,1,1
11130,2001,10,4,4,0
11130,2001,11,4,4,0
11130,2001,12,2,1,1
11130,2002,1,3,0,3
11130,2002,2,4,4,0
11130,2002,3,3,2,1
11130,2002,4,2,2,0
11130,2002,5,5,4,1
11130,2002,6,2,0,2
11130,2002,7,3,1,2
11130,2002,8,5,4,1
11130,2002,9,5,5,0
11130,2002,10,5,2,3
11130,2002,11,2,2,0
11130,2002,12,4,3,1
11130,2003,1,2,2,0
11130,2003,2,1,0,1
11130,2003,3,3,3,0
11130,2003,4,6,5,1
11130,2003,5,4,3,1
11130,2003,6,8,7,1
11130,2003,7,8,6,2
11130,2003,8,7,5,2
11130,2003,9,4,4,0
11130,2003,10,2,2,0
11130,2003,11,3,2,1
11130,2003,12,4,3,1
11130,2004,1,5,3,2
11130,2004,2,5,4,1
11130,2004,3,11,7,4
11130,2004,4,8,6,2
11130,2004,5,4,3,1
11130,2004,6,2,2,0
11130,2004,7,15,12,3
