fips,year,month,total_deaths,sex_1,sex_2
31190,2000,2,1,0,1
31190,2000,3,5,4,1
31190,2000,4,2,2,0
31190,2000,5,5,4,1
31190,2000,6,4,2,2
31190,2000,7,2,2,0
31190,2000,8,2,1,1
31190,2000,9,3,3,0
31190,2000,10,6,5,1
31190,2000,11,4,2,2
31190,2000,12,4,3,1
31190,2001,1,3,2,1
31190,2001,2,1,1,0
31190,2001,3,2,1,1
31190,2001,4,6,4,2
31190,2001,5,4,4,0
31190,2001,6,6,5,1
31190,2001,7,8,4,4
31190,2001,8,3,3,0
31190,2001,9,4,4,0
31190,2001,10,5,2,3
31190,2001,11,4,2,2
31190,2001,12,1,1,0
31190,2002,1,6,6,0
31190,2002,2,5,4,1
31190,2002,3,4,2,2
31190,2002,4,6,2,4
31190,2002,5,14,6,8
31190,2002,6,10,8,2
31190,2002,7,12,10,2
31190,2002,8,10,5,5
31190,2002,9,7,5,2
31190,2002,10,10,5,5
31190,2002,11,4,2,2
31190,2002,12,1,0,1
31190,2003,1,5,2,3
31190,2003,2,2,1,1
31190,2003,3,3,1,2
31190,2003,4,3,3,0
31190,2003,5,9,7,2
31190,2003,6,11,7,4
31190,2003,7,15,10,5
31190,2003,8,13,8,5
31190,2003,9,19,14,5
31190,2003,10,11,6,5
31190,2003,11,5,3,2
31190,2003,12,8,5,3
31190,2004,1,7,3,4
31190,2004,2,5,3,2
31190,2004,3,24,14,10
31190,2004,4,7,5,2
31190,2004,5,15,9,6
31190,2004,6,8,5,3
31190,2004,7,9,8,1
31190,2004,8,11,7,4
31190,2004,9,10,8,2
31190,2004,10,5,2,3
31190,2004,11,6,5,1
31190,2004,12,10,8,2
31191,2005,1,4,2,2
31191,2005,2,5,3,2
31191,2005,3,9,6,3
31191,2005,4,10,6,4
31191,2005,5,5,4,1
31191,2005,6,8,5,3
31191,2005,7,11,8,3
31191,2005,8,7,3,4
31191,2005,9,1,0,1
31191,2005,10,5,4,1
31191,2005,11,6,6,0
31191,2005,12,6,4,2
31191,2006,1,4,2,2
31191,2006,2,6,2,4
31191,2006,3,7,6,1
31191,2006,4,3,3,0
31191,2006,5,7,6,1
31191,2006,6,7,6,1
31191,2006,7,7,4,3
31191,2006,8,3,2,1
31191,2006,9,7,3,4
31191,2006,10,2,2,0
31191,2006,11,3,1,2
31191,2006,12,5,2,3
31191,2007,1,6,4,2
31191,2007,2,3,2,1
31191,2007,3,3,1,2
31191,2007,4,3,1,2
31191,2007,5,4,2,2
31191,2007,6,6,5,1
31191,2007,7,5,3,2
31191,2007,8,5,3,2
31191,2007,9,5,2,3
31191,2007,10,7,4,3
31191,2007,11,2,0,2
31191,2007,12,2,1,1
31191,2008,1,8,5,3
31191,2008,2,4,3,1
31191,2008,3,8,4,4
31191,2008,4,4,2,2
31191,2008,5,6,4,2
31191,2008,6,9,6,3
31191,2008,7,6,5,1
31191,2008,8,2,1,1
31191,2008,9,3,2,1
31191,2008,10,8,3,5
31191,2008,11,8,2,6
31191,2008,12,12,7,5
31191,2009,1,5,3,2
31191,2009,2,3,2,1
31191,2009,3,7,3,4
31191,2009,4,6,5,1
31191,2009,5,7,4,3
31191,2009,6,6,6,0
31191,2009,7,6,6,0
31191,2009,8,6,4,2
31191,2009,9,8,6,2
31191,2009,10,7,4,3
31191,2009,11,5,4,1
31191,2009,12,3,3,0
31191,2010,2,5,5,0
31191,2010,3,3,2,1
31191,2010,4,8,8,0
31191,2010,5,3,1,2
31191,2010,6,9,6,3
31191,2010,7,8,4,4
31191,2010,8,8,4,4
31191,2010,9,2,2,0
31191,2010,10,5,4,1
31191,2010,11,5,2,3
31191,2010,12,5,3,2
31191,2011,1,4,2,2
31191,2011,2,4,4,0
31191,2011,3,10,8,2
31191,2011,4,3,3,0
31191,2011,5,8,5,3
31191,2011,6,6,3,3
31191,2011,7,6,4,2
31191,2011,8,9,4,5
31191,2011,10,5,3,2
31191,2011,11,4,4,0
31191,2011,12,7,5,2
31191,2012,1,7,3,4
31191,2012,2,5,5,0
31191,2012,3,11,9,2
31191,2012,4,7,2,5
31191,2012,5,9,7,2
31191,2012,6,6,2,4
31191,2012,7,10,4,6
31191,2012,8,5,3,2
31191,2012,9,8,8,0
31191,2012,10,11,9,2
31191,2012,11,11,7,4
31191,2012,12,5,5,0
31191,2013,1,3,1,2
31191,2013,2,1,1,0
31191,2013,3,6,5,1
31191,2013,4,5,4,1
31191,2013,5,4,4,0
31191,2013,6,4,4,0
31191,2013,7,4,4,0
31191,2013,8,8,5,3
31191,2013,9,5,3,2
31191,2013,10,6,5,1
31191,2013,11,3,2,1
31191,2013,12,7,5,2
31191,2014,1,5,4,1
31191,2014,2,4,4,0
31191,2014,3,4,4,0
31191,2014,4,6,3,3
31191,2014,5,5,2,3
31191,2014,6,5,3,2
31191,2014,7,6,4,2
31191,2014,8,5,4,1
31191,2014,9,7,7,0
31191,2014,10,5,2,3
31191,2014,11,3,2,1
31191,2014,12,6,4,2
31191,2015,1,8,6,2
31191,2015,2,7,4,3
31191,2015,3,7,5,2
31191,2015,4,7,5,2
31191,2015,5,8,6,2
31191,2015,6,4,3,1
31191,2015,7,7,7,0
31191,2015,8,7,4,3
31191,2015,9,7,6,1
31191,2015,10,5,4,1
31191,2015,11,5,4,1
31191,2015,12,5,4,1
31191,2016,1,2,2,0
31191,2016,2,4,4,0
31191,2016,3,9,5,4
31191,2016,4,6,6,0
31191,2016,5,7,4,3
31191,2016,6,6,5,1
31191,2016,7,5,3,2
31191,2016,8,5,2,3
31191,2016,9,3,2,1
31191,2016,10,1,1,0
31191,2016,11,13,9,4
31191,2016,12,3,2,1
31191,2017,1,4,3,1
31191,2017,2,2,1,1
31191,2017,3,3,2,1
31191,2017,4,5,4,1
31191,2017,5,7,5,2
31191,2017,6,4,3,1
31191,2017,7,3,2,1
31191,2017,8,9,7,2
31191,2017,9,5,2,3
31191,2017,10,9,7,2
31191,2017,11,5,2,3
31191,2017,12,9,7,2
31191,2018,1,6,6,0
31191,2018,2,12,5,7
31191,2018,3,9,5,4
31191,2018,4,7,6,1
31191,2018,5,6,6,0
31191,2018,6,7,6,1
31191,2018,7,5,4,1
31191,2018,8,4,3,1
31191,2018,9,6,5,1
31191,2018,10,8,6,2
31191,2018,11,4,4,0
31191,2018,12,2,2,0
31191,2019,1,6,4,2
31191,2019,2,7,5,2
31191,2019,3,6,5,1
31191,2019,4,9,7,2
31191,2019,5,9,7,2
31191,2019,6,2,1,1
31191,2019,7,10,7,3
31191,2019,8,6,5,1
31191,2019,9,4,2,2
31191,2019,10,8,6,2
31191,2019,11,5,2,3
31191,2019,12,11,7,4
31191,2020,1,6,3,3
31191,2020,2,6,5,1
31191,2020,3,3,2,1
31191,2020,4,7,6,1
31191,2020,5,2,2,0
31191,2020,6,3,2,1
31191,2020,7,6,2,4
31191,2020,8,6,2,4
31191,2020,9,2,2,0
31191,2020,10,6,5,1
31191,2020,11,2,1,1
31191,2020,12,9,7,2
31191,2021,1,8,4,4
31191,2021,2,7,4,3
31191,2021,3,8,7,1
31191,2021,4,3,2,1
31191,2021,5,2,1,1
31191,2021,6,3,1,2
31191,2021,7,5,3,2
31191,2021,8,5,4,1
31191,2021,9,1,1,0
31191,2021,10,5,4,1
31191,2021,11,5,3,2
31191,2021,12,5,4,1
31191,2022,1,1,0,1
31191,2022,2,4,2,2
31191,2022,3,10,8,2
31191,2022,4,2,2,0
31191,2022,5,8,6,2
31191,2022,6,5,2,3
31191,2022,7,4,1,3
31191,2022,8,3,2,1
31191,2022,9,6,3,3
31191,2022,10,5,4,1
31191,2022,11,11,8,3
31191,2022,12,5,4,1
31191,2023,1,5,3,2
31191,2023,2,4,3,1
31191,2023,3,8,6,2
31191,2023,4,5,5,0
31191,2023,5,10,9,1
31191,2023,6,7,5,2
31191,2023,7,3,0,3
31191,2023,8,8,7,1
31191,2023,9,14,11,3
31191,2023,10,3,3,0
31191,2023,11,6,5,1
31191,2023,12,5,4,1
31191,2024,1,7,4,3
31191,2024,2,8,6,2
31191,2024,3,4,3,1
31191,2024,4,13,12,1
31191,2024,5,12,10,2
31191,2024,6,7,4,3
31191,2024,7,5,2,3
31191,2024,8,3,3,0
31191,2024,9,5,1,4
31191,2024,10,4,3,1
31191,2024,11,3,3,0
31191,2024,12,9,9,0
31192,2005,1,2,2,0
31192,2005,2,2,2,0
31192,2005,3,8,4,4
31192,2005,4,2,1,1
31192,2005,5,7,4,3
31192,2005,6,5,3,2
31192,2005,7,4,2,2
31192,2005,8,3,2,1
31192,2005,9,3,2,1
31192,2005,10,3,1,2
31192,2005,11,1,0,1
31192,2005,12,1,1,0
31192,2006,1,4,3,1
31192,2006,2,2,1,1
31192,2006,3,2,1,1
31192,2006,4,1,1,0
31192,2006,6,1,0,1
31192,2006,7,1,1,0
31192,2006,8,2,2,0
31192,2006,9,5,3,2
31192,2006,10,2,2,0
31192,2006,11,3,2,1
31192,2006,12,4,4,0
31192,2007,1,1,0,1
31192,2007,2,9,3,6
31192,2007,3,2,2,0
31192,2007,4,7,5,2
31192,2007,5,4,2,2
31192,2007,6,3,0,3
31192,2007,7,9,6,3
31192,2007,8,5,4,1
31192,2007,9,7,3,4
31192,2007,10,3,2,1
31192,2007,11,1,1,0
31192,2007,12,3,3,0
31192,2008,1,3,2,1
31192,2008,2,1,1,0
31192,2008,3,5,4,1
31192,2008,5,2,2,0
31192,2008,6,5,4,1
31192,2008,7,3,1,2
31192,2008,8,1,1,0
31192,2008,9,10,9,1
31192,2008,10,5,1,4
31192,2008,11,8,6,2
31192,2008,12,8,5,3
31192,2009,1,8,4,4
31192,2009,2,8,6,2
31192,2009,3,8,4,4
31192,2009,4,5,3,2
31192,2009,5,7,3,4
31192,2009,6,5,3,2
31192,2009,7,9,9,0
31192,2009,8,2,1,1
31192,2009,9,5,1,4
31192,2009,10,7,5,2
31192,2009,11,8,3,5
31192,2009,12,9,2,7
31192,2010,1,6,4,2
31192,2010,2,4,1,3
31192,2010,3,9,6,3
31192,2010,4,12,9,3
31192,2010,5,11,8,3
31192,2010,6,9,4,5
31192,2010,7,7,5,2
31192,2010,8,12,5,7
31192,2010,9,11,6,5
31192,2010,10,7,5,2
31192,2010,11,6,5,1
31192,2010,12,3,2,1
31192,2011,1,3,2,1
31192,2011,2,6,4,2
31192,2011,3,6,2,4
31192,2011,4,5,4,1
31192,2011,5,11,10,1
31192,2011,6,11,8,3
31192,2011,7,9,6,3
31192,2011,8,14,7,7
31192,2011,9,10,7,3
31192,2011,10,9,7,2
31192,2011,11,9,6,3
31192,2011,12,3,2,1
31192,2012,1,10,6,4
31192,2012,2,9,6,3
31192,2012,3,4,3,1
31192,2012,4,6,5,1
31192,2012,5,4,3,1
31192,2012,6,1,0,1
31192,2012,7,1,1,0
31192,2012,8,7,4,3
31192,2012,9,6,3,3
31192,2012,10,5,2,3
31192,2012,11,7,5,2
31192,2012,12,2,0,2
31192,2013,1,4,2,2
31192,2013,2,9,7,2
31192,2013,3,10,7,3
31192,2013,4,12,10,2
31192,2013,5,14,10,4
31192,2013,6,10,4,6
31192,2013,7,11,7,4
31192,2013,8,7,5,2
31192,2013,9,7,6,1
31192,2013,10,12,9,3
31192,2013,11,8,4,4
31192,2013,12,4,2,2
31192,2014,1,6,3,3
31192,2014,2,8,6,2
31192,2014,3,6,5,1
31192,2014,4,7,5,2
31192,2014,5,5,2,3
31192,2014,6,4,3,1
31192,2014,7,6,3,3
31192,2014,8,4,2,2
31192,2014,9,10,5,5
31192,2014,10,8,5,3
31192,2014,11,6,3,3
31192,2014,12,5,2,3
31192,2015,1,3,3,0
31192,2015,2,5,3,2
31192,2015,3,3,3,0
31192,2015,4,9,5,4
31192,2015,5,4,3,1
31192,2015,6,5,5,0
31192,2015,7,7,6,1
31192,2015,8,6,5,1
31192,2015,9,3,1,2
31192,2015,10,1,1,0
31192,2015,11,7,4,3
31192,2015,12,4,3,1
31192,2016,1,8,6,2
31192,2016,2,4,3,1
31192,2016,3,8,7,1
31192,2016,4,2,1,1
31192,2016,5,5,3,2
31192,2016,6,4,3,1
31192,2016,7,7,4,3
31192,2016,8,8,7,1
31192,2016,9,6,6,0
31192,2016,10,8,4,4
31192,2016,11,10,8,2
31192,2016,12,8,6,2
31192,2017,1,9,4,5
31192,2017,2,5,3,2
31192,2017,3,4,3,1
31192,2017,4,5,3,2
31192,2017,5,6,4,2
31192,2017,6,7,7,0
31192,2017,7,7,4,3
31192,2017,8,4,3,1
31192,2017,9,11,6,5
31192,2017,10,1,0,1
31192,2017,11,5,5,0
31192,2017,12,1,1,0
31192,2018,1,5,2,3
31192,2018,2,3,2,1
31192,2018,3,2,2,0
31192,2018,4,11,7,4
31192,2018,5,6,5,1
31192,2018,6,8,5,3
31192,2018,7,7,3,4
31192,2018,8,7,4,3
31192,2018,9,8,6,2
31192,2018,10,9,4,5
31192,2018,11,3,2,1
31192,2018,12,4,3,1
31192,2019,1,8,8,0
31192,2019,2,5,4,1
31192,2019,3,9,7,2
31192,2019,4,4,2,2
31192,2019,5,10,6,4
31192,2019,6,8,4,4
31192,2019,7,16,11,5
31192,2019,8,6,5,1
31192,2019,9,7,7,0
31192,2019,10,8,4,4
31192,2019,11,9,7,2
31192,2019,12,8,5,3
31192,2020,1,5,1,4
31192,2020,2,6,6,0
31192,2020,3,9,6,3
31192,2020,4,10,7,3
31192,2020,5,5,2,3
31192,2020,6,4,4,0
31192,2020,7,5,3,2
31192,2020,8,5,3,2
31192,2020,9,9,6,3
31192,2020,10,8,5,3
31192,2020,11,5,3,2
31192,2020,12,4,4,0
31192,2021,1,7,6,1
31192,2021,2,6,5,1
31192,2021,3,5,4,1
31192,2021,4,2,1,1
31192,2021,5,5,4,1
31192,2021,6,7,2,5
31192,2021,7,9,6,3
31192,2021,8,8,4,4
31192,2021,9,3,0,3
31192,2021,10,6,3,3
31192,2021,11,6,2,4
31192,2021,12,5,2,3
31192,2022,1,5,4,1
31192,2022,2,7,7,0
31192,2022,3,4,3,1
31192,2022,4,2,2,0
31192,2022,5,12,7,5
31192,2022,6,8,6,2
31192,2022,7,8,4,4
31192,2022,8,5,3,2
31192,2022,9,5,4,1
31192,2022,10,5,4,1
31192,2022,11,3,3,0
31192,2022,12,9,6,3
31192,2023,1,8,4,4
31192,2023,2,6,5,1
31192,2023,3,12,7,5
31192,2023,4,6,4,2
31192,2023,5,5,4,1
31192,2023,6,8,3,5
31192,2023,7,9,5,4
31192,2023,8,12,8,4
31192,2023,9,11,10,1
31192,2023,10,6,3,3
31192,2023,11,8,5,3
31192,2023,12,5,3,2
31192,2024,1,5,2,3
31192,2024,2,7,7,0
31192,2024,3,14,10,4
31192,2024,4,10,7,3
31192,2024,5,6,4,2
31192,2024,6,8,6,2
31192,2024,7,11,8,3
31192,2024,8,12,8,4
31192,2024,9,7,4,3
31192,2024,10,14,11,3
31192,2024,11,12,7,5
31192,2024,12,10,6,4
31193,2005,1,3,3,0
31193,2005,2,2,1,1
31193,2005,3,4,3,1
31193,2005,4,4,1,3
31193,2005,5,2,0,2
31193,2005,6,2,1,1
31193,2005,7,2,1,1
31193,2005,8,3,2,1
31193,2005,9,5,3,2
31193,2005,10,2,2,0
31193,2005,11,3,3,0
31193,2005,12,1,0,1
31193,2006,1,4,3,1
31193,2006,2,5,3,2
31193,2006,3,9,6,3
31193,2006,5,4,2,2
31193,2006,6,1,0,1
31193,2006,7,2,2,0
31193,2006,8,6,4,2
31193,2006,9,4,1,3
31193,2006,10,1,1,0
31193,2006,11,1,0,1
31193,2006,12,2,1,1
31193,2007,1,3,2,1
31193,2007,2,3,0,3
31193,2007,3,5,3,2
31193,2007,4,4,2,2
31193,2007,5,6,4,2
31193,2007,6,2,2,0
31193,2007,7,2,1,1
31193,2007,8,5,1,4
31193,2007,9,3,1,2
31193,2007,10,4,1,3
31193,2007,11,3,2,1
31193,2007,12,4,1,3
31193,2008,1,4,1,3
31193,2008,2,3,2,1
31193,2008,3,7,1,6
31193,2008,4,1,0,1
31193,2008,5,2,1,1
31193,2008,6,3,3,0
31193,2008,7,3,1,2
31193,2008,8,1,0,1
31193,2008,9,3,2,1
31193,2008,10,6,3,3
31193,2008,11,5,2,3
31193,2008,12,4,2,2
31193,2009,1,5,1,4
31193,2009,3,1,0,1
31193,2009,4,7,3,4
31193,2009,5,3,1,2
31193,2009,6,3,2,1
31193,2009,7,2,2,0
31193,2009,8,10,7,3
31193,2009,9,3,2,1
31193,2009,10,2,2,0
31193,2009,11,2,2,0
31193,2009,12,5,3,2
31193,2010,1,5,4,1
31193,2010,2,1,0,1
31193,2010,3,3,1,2
31193,2010,4,3,1,2
31193,2010,5,3,1,2
31193,2010,7,4,1,3
31193,2010,8,4,3,1
31193,2010,9,4,3,1
31193,2010,10,1,1,0
31193,2010,11,5,2,3
31193,2010,12,6,2,4
31193,2011,1,4,4,0
31193,2011,2,8,4,4
31193,2011,3,6,4,2
31193,2011,4,5,3,2
31193,2011,5,5,4,1
31193,2011,6,8,6,2
31193,2011,7,3,2,1
31193,2011,8,10,5,5
31193,2011,9,6,3,3
31193,2011,10,11,5,6
31193,2011,11,6,5,1
31193,2011,12,5,2,3
31193,2012,1,1,1,0
31193,2012,2,6,5,1
31193,2012,3,4,2,2
31193,2012,4,5,3,2
31193,2012,5,3,3,0
31193,2012,6,11,9,2
31193,2012,7,6,5,1
31193,2012,8,3,1,2
31193,2012,9,5,4,1
31193,2012,10,5,4,1
31193,2012,11,4,3,1
31193,2012,12,6,2,4
31193,2013,1,6,4,2
31193,2013,2,5,4,1
31193,2013,3,7,4,3
31193,2013,4,8,5,3
31193,2013,5,8,7,1
31193,2013,6,8,5,3
31193,2013,7,4,4,0
31193,2013,8,4,3,1
31193,2013,9,3,2,1
31193,2013,10,4,2,2
31193,2013,11,5,3,2
31193,2013,12,5,2,3
31193,2014,1,6,4,2
31193,2014,2,4,2,2
31193,2014,3,6,6,0
31193,2014,4,5,2,3
31193,2014,5,8,6,2
31193,2014,6,6,6,0
31193,2014,7,7,5,2
31193,2014,8,5,4,1
31193,2014,9,3,1,2
31193,2014,10,1,0,1
31193,2014,11,1,1,0
31193,2014,12,4,4,0
31193,2015,2,4,2,2
31193,2015,3,6,2,4
31193,2015,4,4,2,2
31193,2015,5,7,4,3
31193,2015,6,4,3,1
31193,2015,7,6,4,2
31193,2015,8,6,4,2
31193,2015,9,2,0,2
31193,2015,10,6,4,2
31193,2015,11,3,1,2
31193,2015,12,5,3,2
31193,2016,1,7,4,3
31193,2016,2,5,1,4
31193,2016,3,3,2,1
31193,2016,4,8,6,2
31193,2016,5,7,3,4
31193,2016,6,5,3,2
31193,2016,7,2,0,2
31193,2016,8,10,3,7
31193,2016,9,6,4,2
31193,2016,10,5,2,3
31193,2016,11,1,0,1
31193,2016,12,1,0,1
31193,2017,1,3,3,0
31193,2017,2,3,2,1
31193,2017,3,3,3,0
31193,2017,4,8,6,2
31193,2017,5,5,2,3
31193,2017,6,5,3,2
31193,2017,7,3,1,2
31193,2017,8,3,3,0
31193,2017,9,5,4,1
31193,2017,10,7,5,2
31193,2017,11,3,2,1
31193,2017,12,5,3,2
31193,2018,1,6,4,2
31193,2018,2,9,7,2
31193,2018,3,5,3,2
31193,2018,4,3,0,3
31193,2018,5,5,3,2
31193,2018,6,4,3,1
31193,2018,7,5,3,2
31193,2018,8,3,2,1
31193,2018,9,3,1,2
31193,2018,10,7,2,5
31193,2018,11,4,3,1
31193,2018,12,3,3,0
31193,2019,1,9,7,2
31193,2019,2,3,2,1
31193,2019,3,7,4,3
31193,2019,4,1,0,1
31193,2019,5,5,4,1
31193,2019,6,3,1,2
31193,2019,7,3,2,1
31193,2019,8,7,4,3
31193,2019,9,2,1,1
31193,2019,10,9,5,4
31193,2019,11,6,2,4
31193,2019,12,2,2,0
31193,2020,1,6,6,0
31193,2020,2,2,0,2
31193,2020,3,4,1,3
31193,2020,4,3,3,0
31193,2020,5,3,2,1
31193,2020,6,5,3,2
31193,2020,7,2,1,1
31193,2020,8,7,3,4
31193,2020,9,4,4,0
31193,2020,10,2,2,0
31193,2020,11,5,3,2
31193,2020,12,6,2,4
31193,2021,1,1,0,1
31193,2021,2,3,1,2
31193,2021,3,5,2,3
31193,2021,4,5,5,0
31193,2021,5,4,3,1
31193,2021,6,6,2,4
31193,2021,7,8,6,2
31193,2021,8,3,2,1
31193,2021,9,6,3,3
31193,2021,10,6,4,2
31193,2021,11,8,3,5
31193,2021,12,3,2,1
31193,2022,1,3,1,2
31193,2022,2,2,2,0
31193,2022,3,1,1,0
31193,2022,4,4,1,3
31193,2022,5,6,3,3
31193,2022,6,1,0,1
31193,2022,7,7,3,4
31193,2022,8,6,2,4
31193,2022,9,8,5,3
31193,2022,10,4,0,4
31193,2022,11,2,0,2
31193,2022,12,4,2,2
31193,2023,1,5,4,1
31193,2023,2,4,3,1
31193,2023,3,10,7,3
31193,2023,4,6,4,2
31193,2023,5,6,4,2
31193,2023,6,5,2,3
31193,2023,7,11,7,4
31193,2023,8,8,6,2
31193,2023,9,6,2,4
31193,2023,10,9,4,5
31193,2023,11,2,1,1
31193,2023,12,5,0,5
31193,2024,1,3,3,0
31193,2024,2,2,1,1
31193,2024,3,5,3,2
31193,2024,4,6,4,2
31193,2024,5,5,3,2
31193,2024,6,4,2,2
31193,2024,7,3,1,2
31193,2024,8,5,3,2
31193,2024,9,1,1,0
31193,2024,10,3,0,3
31193,2024,11,7,6,1
31193,2024,12,7,4,3
31200,1997,1,3,2,1
31200,1997,2,1,1,0
31200,1997,3,4,3,1
31200,1997,4,4,3,1
31200,1997,5,1,0,1
31200,1997,6,2,2,0
31200,1997,7,3,2,1
31200,1997,8,7,5,2
31200,1997,9,4,4,0
31200,1997,10,2,1,1
31200,1997,11,3,1,2
31200,1997,12,1,0,1
31200,1998,1,1,1,0
31200,1998,2,1,1,0
31200,1998,3,5,4,1
31200,1998,4,7,4,3
31200,1998,5,6,4,2
31200,1998,6,5,5,0
31200,1998,7,2,2,0
31200,1998,8,4,2,2
31200,1998,9,10,3,7
31200,1998,10,6,4,2
31200,1998,11,1,1,0
31200,1998,12,2,1,1
31200,1999,1,3,2,1
31200,1999,2,1,1,0
31200,1999,3,3,2,1
31200,1999,4,2,1,1
31200,1999,5,2,1,1
31200,1999,6,5,3,2
31200,1999,7,4,2,2
31200,1999,8,3,2,1
31200,1999,9,2,1,1
31200,1999,10,3,2,1
31200,1999,11,2,1,1
31200,1999,12,3,1,2
31200,2000,1,2,1,1
31200,2000,3,3,2,1
31200,2000,4,3,2,1
31200,2000,5,2,2,0
31200,2000,6,3,0,3
31200,2000,7,3,3,0
31200,2000,8,3,2,1
31200,2000,9,7,5,2
31200,2000,10,2,1,1
31200,2000,11,6,4,2
31200,2000,12,1,1,0
31200,2001,1,1,1,0
31200,2001,3,4,4,0
31200,2001,4,7,4,3
31200,2001,5,2,2,0
31200,2001,6,5,4,1
31200,2001,7,3,1,2
31200,2001,8,4,4,0
31200,2001,9,5,3,2
31200,2001,10,4,2,2
31200,2001,11,7,6,1
31200,2001,12,2,2,0
31200,2002,1,4,4,0
31200,2002,2,3,2,1
31200,2002,3,3,2,1
31200,2002,4,10,5,5
31200,2002,5,9,4,5
31200,2002,6,6,1,5
31200,2002,7,8,7,1
31200,2002,8,5,4,1
31200,2002,9,5,2,3
31200,2002,10,4,2,2
31200,2002,11,4,2,2
31200,2002,12,6,5,1
31200,2003,1,4,3,1
31200,2003,2,8,7,1
31200,2003,3,6,3,3
31200,2003,4,4,3,1
31200,2003,5,11,8,3
31200,2003,6,7,3,4
31200,2003,7,9,6,3
31200,2003,8,12,9,3
31200,2003,9,6,6,0
31200,2003,10,7,5,2
31200,2003,11,8,6,2
31200,2003,12,6,4,2
31200,2004,1,3,2,1
31200,2004,2,5,2,3
31200,2004,3,7,6,1
31200,2004,4,8,4,4
31200,2004,5,9,7,2
31200,2004,6,10,6,4
31200,2004,7,5,4,1
31200,2004,8,8,4,4
31200,2004,9,3,3,0
31200,2004,10,6,3,3
31200,2004,11,8,6,2
31200,2004,12,4,1,3
31200,2005,1,2,2,0
31200,2005,2,5,5,0
31200,2005,3,9,6,3
31200,2005,4,5,4,1
31200,2005,5,10,5,5
31200,2005,6,8,6,2
31200,2005,7,5,4,1
31200,2005,8,13,9,4
31200,2005,9,10,7,3
31200,2005,10,4,2,2
31200,2005,11,4,1,3
31200,2005,12,9,5,4
31200,2006,1,6,5,1
31200,2006,2,3,1,2
31200,2006,3,5,4,1
31200,2006,4,8,7,1
31200,2006,5,6,5,1
31200,2006,6,11,6,5
31200,2006,7,7,3,4
31200,2006,8,9,7,2
31200,2006,9,2,2,0
31200,2006,10,5,4,1
31200,2006,11,4,3,1
31200,2006,12,9,5,4
31200,2007,1,3,2,1
31200,2007,2,3,2,1
31200,2007,3,5,2,3
31200,2007,4,4,3,1
31200,2007,5,13,11,2
31200,2007,6,4,2,2
31200,2007,7,9,7,2
31200,2007,8,6,6,0
31200,2007,9,5,4,1
31200,2007,10,7,4,3
31200,2007,11,5,2,3
31200,2007,12,4,2,2
31200,2008,1,4,3,1
31200,2008,2,5,4,1
31200,2008,3,5,5,0
31200,2008,4,2,2,0
31200,2008,5,3,1,2
31200,2008,6,8,6,2
31200,2008,7,2,2,0
31200,2008,8,4,3,1
31200,2008,9,10,6,4
31200,2008,10,11,10,1
31200,2008,11,6,4,2
31200,2008,12,4,1,3
31200,2009,1,11,7,4
31200,2009,2,6,4,2
31200,2009,3,14,8,6
31200,2009,4,7,4,3
31200,2009,5,4,2,2
31200,2009,6,7,6,1
31200,2009,7,5,3,2
31200,2009,8,8,6,2
31200,2009,9,4,1,3
31200,2009,10,9,6,3
31200,2009,11,4,2,2
31200,2009,12,7,3,4
31200,2010,1,4,4,0
31200,2010,2,4,3,1
31200,2010,3,5,3,2
31200,2010,4,8,6,2
31200,2010,5,10,7,3
31200,2010,6,10,6,4
31200,2010,7,13,9,4
31200,2010,8,19,14,5
31200,2010,9,7,3,4
31200,2010,10,6,3,3
31200,2010,11,9,7,2
31200,2010,12,6,5,1
31200,2011,1,5,2,3
31200,2011,2,5,5,0
31200,2011,3,10,5,5
31200,2011,4,11,7,4
31200,2011,5,10,4,6
31200,2011,6,13,10,3
31200,2011,7,11,9,2
31200,2011,8,14,8,6
31200,2011,9,8,7,1
31200,2011,10,9,4,5
31200,2011,11,15,8,7
31200,2011,12,6,4,2
31200,2012,1,3,3,0
31200,2012,2,12,7,5
31200,2012,3,20,12,8
31200,2012,4,16,10,6
31200,2012,5,13,8,5
31200,2012,6,5,3,2
31200,2012,7,10,6,4
31200,2012,8,9,7,2
31200,2012,9,11,7,4
31200,2012,10,9,5,4
31200,2012,11,10,8,2
31200,2012,12,5,4,1
31200,2013,1,10,6,4
31200,2013,2,7,7,0
31200,2013,3,12,6,6
31200,2013,4,8,5,3
31200,2013,5,10,10,0
31200,2013,6,5,4,1
31200,2013,7,11,8,3
31200,2013,8,22,13,9
31200,2013,9,10,8,2
31200,2013,10,14,10,4
31200,2013,11,15,12,3
31200,2013,12,8,8,0
31200,2014,1,12,9,3
31200,2014,2,5,3,2
31200,2014,3,13,10,3
31200,2014,4,12,4,8
31200,2014,5,16,14,2
31200,2014,6,12,8,4
31200,2014,7,6,6,0
31200,2014,8,7,6,1
31200,2014,9,10,6,4
31200,2014,10,10,4,6
31200,2014,11,9,7,2
31200,2014,12,7,7,0
31200,2015,1,9,5,4
31200,2015,2,10,8,2
31200,2015,3,11,5,6
31200,2015,4,13,10,3
31200,2015,5,6,5,1
31200,2015,6,11,9,2
31200,2015,7,13,9,4
31200,2015,8,7,4,3
31200,2015,9,6,5,1
31200,2015,10,9,5,4
31200,2015,11,9,4,5
31200,2015,12,5,2,3
31200,2016,1,5,4,1
