age_group,baseline_rate,est,lower,upper,pct_change,pct_lower,pct_upper,effect_per_1C,pct_per_1C
20-39,1.7960113061279188,0.011926635583605297,0.005577066401188228,0.018276204766022368,0.6531756650337734,0.28750689906239707,1.0188444310051497,"0.0119 (0.0056, 0.0183)","0.65% (0.29, 1.02)"
65+,5.224284158866964,0.03919981409827901,0.032605463302154046,0.04579416489440397,0.7752471128700318,0.642294919501954,0.9081993062381096,"0.0392 (0.0326, 0.0458)","0.78% (0.64, 0.91)"
