Estimate,Cluster s.e.,t value,Pr(>|t|),term
0.0072091842816071425,0.0018962235780993516,3.8018640654353373,1.8115750523863079e-4,tmean
0.814684146134734,0.021071561771897344,38.662732024982574,1.6275046480303218e-106,male
1.5142717581125196e-4,3.596367456492499e-5,4.2105590611404695,3.575231196604137e-5,prec
0.00401018755066643,6.328753754223176e-4,6.336456917746931,1.1122447282484722e-9,tmean:male
