sex_label,est,se,lower,upper,baseline_rate,pct_change,pct_lower,pct_upper
Female,0.0072091842816071425,0.0018962235780993516,0.0034925860685324135,0.010925782494681872,0.6316065673514363,1.1414042624410892,0.5529686119601542,1.7298399129220245
Male,0.011219371832273572,0.0019227133299664788,0.007450853705539273,0.01498788995900787,1.3844429603997195,0.8103888822573296,0.5381842313957121,1.0825935331189471
